证券代码,持仓权重,交易价格,成分日期
603501.SH,0.02679654541063989,0,2019-12-26
300450.SZ,0.026348372928081603,0,2019-12-26
600763.SH,0.02632752769633297,0,2019-12-26
300383.SZ,0.02572301597567305,0,2019-12-26
002821.SZ,0.02554583150582497,0,2019-12-26
002797.SZ,0.025003855480405787,0,2019-12-26
600298.SH,0.024962165016913458,0,2019-12-26
300088.SZ,0.02486836147401681,0,2019-12-26
601872.SH,0.024816248394678758,0,2019-12-26
300168.SZ,0.024795403162938996,0,2019-12-26
002371.SZ,0.024784980547065027,0,2019-12-26
002507.SZ,0.024555682997847803,0,2019-12-26
600885.SH,0.02442018899149495,0,2019-12-26
002812.SZ,0.02359680233749181,0,2019-12-26
000878.SZ,0.02347173094700782,0,2019-12-26
600325.SH,0.02316602034761311,0,2019-12-26
600216.SH,0.023159052470807906,0,2019-12-26
002174.SZ,0.02313820723906146,0,2019-12-26
600580.SH,0.023044403696197913,0,2019-12-26
300010.SZ,0.022835951378727765,0,2019-12-26
601100.SH,0.022825528762862285,0,2019-12-26
603816.SH,0.02276299306761344,0,2019-12-26
002250.SZ,0.02258580859775349,0,2019-12-26
002280.SZ,0.02253369551839629,0,2019-12-26
601689.SH,0.022471159823160735,0,2019-12-26
600640.SH,0.02246073720727998,0,2019-12-26
000717.SZ,0.022335665816799993,0,2019-12-26
600862.SH,0.02232524320090604,0,2019-12-26
002709.SZ,0.022148058731081083,0,2019-12-26
002681.SZ,0.021960451645359796,0,2019-12-26
002672.SZ,0.021887493334244033,0,2019-12-26
002416.SZ,0.021460166083432142,0,2019-12-26
600266.SH,0.019035151323946068,0,2019-12-26
300115.SZ,0.019013985499568318,0,2019-12-26
300315.SZ,0.018958738273849536,0,2019-12-26
600673.SH,0.016070405450662448,0,2019-12-26
600521.SH,0.015828901999449137,0,2019-12-26
601128.SH,0.014497858679974145,0,2019-12-26
000581.SZ,0.013643204178349414,0,2019-12-26
000983.SZ,0.013596146166742911,0,2019-12-26
600060.SH,0.01285108537196215,0,2019-12-26
600903.SH,0.012684323517954935,0,2019-12-26
000009.SZ,0.012152770108443598,0,2019-12-26
600754.SH,0.01194431779097913,0,2019-12-26
000426.SZ,0.011708669769593609,0,2019-12-26
600779.SH,0.01077698481314156,0,2019-12-26
002051.SZ,0.009922330311517092,0,2019-12-26
601866.SH,0.009834141911551365,0,2019-12-26
002251.SZ,0.009651342298816682,0,2019-12-26
002233.SZ,0.008712292745786901,0,2019-12-26
