证券代码,持仓权重,交易价格,成分日期
600183.SH,0.02751299392980858,0,2019-12-19
603501.SH,0.02630565330132278,0,2019-12-19
300450.SZ,0.02586568851379789,0,2019-12-19
600763.SH,0.02584522997272797,0,2019-12-19
300383.SZ,0.025251737132986934,0,2019-12-19
002821.SZ,0.02507782430910541,0,2019-12-19
002797.SZ,0.02454579936311286,0,2019-12-19
600298.SH,0.024504876560925593,0,2019-12-19
300168.SZ,0.024341173448640514,0,2019-12-19
002371.SZ,0.024330931957448995,0,2019-12-19
300207.SZ,0.024136527253095296,0,2019-12-19
002507.SZ,0.02410556565149714,0,2019-12-19
600885.SH,0.02397282017701843,0,2019-12-19
002812.SZ,0.023164527414964758,0,2019-12-19
600094.SH,0.023164496471343898,0,2019-12-19
000878.SZ,0.023041747898872186,0,2019-12-19
002174.SZ,0.022714333762365473,0,2019-12-19
603883.SH,0.022581323211788105,0,2019-12-19
300010.SZ,0.022417601065397915,0,2019-12-19
601100.SH,0.02240724173563407,0,2019-12-19
603816.SH,0.02234597380979533,0,2019-12-19
002399.SZ,0.02221296936570053,0,2019-12-19
002280.SZ,0.022120893821216476,0,2019-12-19
601689.SH,0.022059503795275298,0,2019-12-19
600640.SH,0.022049266897096124,0,2019-12-19
000717.SZ,0.02192649308728541,0,2019-12-19
600862.SH,0.021916248598335124,0,2019-12-19
002709.SZ,0.021742323637250087,0,2019-12-19
002254.SZ,0.02165874648225639,0,2019-12-19
600179.SH,0.02156835904742956,0,2019-12-19
002251.SZ,0.02151721860652288,0,2019-12-19
002672.SZ,0.021486281866490535,0,2019-12-19
600580.SH,0.020094883147545654,0,2019-12-19
300197.SZ,0.0199721571490004,0,2019-12-19
300315.SZ,0.01861139202621926,0,2019-12-19
600266.SH,0.018263411171607357,0,2019-12-19
300115.SZ,0.018243034868080148,0,2019-12-19
600673.SH,0.015418932758835853,0,2019-12-19
002302.SZ,0.014252240705505853,0,2019-12-19
601128.SH,0.014232188255766528,0,2019-12-19
002920.SZ,0.01400703795128564,0,2019-12-19
000581.SZ,0.013393217193931061,0,2019-12-19
000983.SZ,0.013045070052947933,0,2019-12-19
603568.SH,0.012452061974134301,0,2019-12-19
600754.SH,0.011725435188824507,0,2019-12-19
000426.SZ,0.011234101841577812,0,2019-12-19
600779.SH,0.010579801871126726,0,2019-12-19
601866.SH,0.009434509313054914,0,2019-12-19
002127.SZ,0.009024206121465787,0,2019-12-19
603877.SH,0.00812394626258159,0,2019-12-19
