证券代码,持仓权重,交易价格,成分日期
601318.SH,0.035786498958873245,0,2019-12-25
601009.SH,0.02301774625990959,0,2019-12-25
601939.SH,0.02293775512828461,0,2019-12-25
000876.SZ,0.02266777897529892,0,2019-12-25
000100.SZ,0.022557790848735583,0,2019-12-25
600703.SH,0.022507797186402268,0,2019-12-25
600745.SH,0.02247780093470901,0,2019-12-25
601155.SH,0.021817865528991728,0,2019-12-25
603986.SH,0.02156788986655555,0,2019-12-25
002456.SZ,0.021477898622098437,0,2019-12-25
002555.SZ,0.02141790448547131,0,2019-12-25
002460.SZ,0.02132791346165874,0,2019-12-25
603501.SH,0.021327913461658733,0,2019-12-25
300450.SZ,0.02122792273295817,0,2019-12-25
600584.SH,0.021227920633433994,0,2019-12-25
603799.SH,0.0212179240938227,0,2019-12-25
000786.SZ,0.021157929365990417,0,2019-12-25
002624.SZ,0.02111793365599284,0,2019-12-25
600926.SH,0.021097935330577786,0,2019-12-25
601997.SH,0.021097934689345836,0,2019-12-25
000625.SZ,0.02101794288392461,0,2019-12-25
601838.SH,0.020947948443990984,0,2019-12-25
002797.SZ,0.020924763034938777,0,2019-12-25
300315.SZ,0.020917953402766556,0,2019-12-25
300088.SZ,0.020897955412587516,0,2019-12-25
002371.SZ,0.02087795704680798,0,2019-12-25
300207.SZ,0.02083795880163994,0,2019-12-25
600885.SH,0.020797964941789607,0,2019-12-25
002690.SZ,0.020608746722568305,0,2019-12-25
002812.SZ,0.020607972070039084,0,2019-12-25
002191.SZ,0.020597984226270658,0,2019-12-25
300113.SZ,0.020547988710575116,0,2019-12-25
300251.SZ,0.020537990740856556,0,2019-12-25
300115.SZ,0.020527991553123223,0,2019-12-25
002670.SZ,0.020527965133343182,0,2019-12-25
600216.SH,0.02051799251634056,0,2019-12-25
002368.SZ,0.020517991905370934,0,2019-12-25
002174.SZ,0.02050799367550964,0,2019-12-25
300072.SZ,0.020428001385790134,0,2019-12-25
000807.SZ,0.020427994430171948,0,2019-12-25
600640.SH,0.020358008348775047,0,2019-12-25
600754.SH,0.020358007773916605,0,2019-12-25
002681.SZ,0.020248019109169683,0,2019-12-25
002416.SZ,0.020138029760675226,0,2019-12-25
001979.SZ,0.017968225805301583,0,2019-12-25
601288.SH,0.015998425686490455,0,2019-12-25
600519.SH,0.014938538652001412,0,2019-12-25
600699.SH,0.004407355364320289,0,2019-12-25
600036.SH,0.0028897177926430315,0,2019-12-25
002250.SZ,8.256044753197019e-05,0,2019-12-25
