证券代码,持仓权重,交易价格,成分日期
600745.SH,0.027909869247703455,0,2020-01-22
000066.SZ,0.026927505640696663,0,2020-01-22
300207.SZ,0.02551496297561873,0,2020-01-22
002340.SZ,0.025289800847479154,0,2020-01-22
002180.SZ,0.024645018389612142,0,2020-01-22
600699.SH,0.023805777730168218,0,2020-01-22
000998.SZ,0.023703431308280346,0,2020-01-22
600325.SH,0.02363178881295331,0,2020-01-22
600143.SH,0.023601084886397006,0,2020-01-22
002129.SZ,0.023539677033280026,0,2020-01-22
603444.SH,0.02353967703326723,0,2020-01-22
600486.SH,0.023519207748889073,0,2020-01-22
000999.SZ,0.023427095969201277,0,2020-01-22
002074.SZ,0.02323263776761748,0,2020-01-22
000547.SZ,0.023212168483239655,0,2020-01-22
603338.SH,0.02283348672226626,0,2020-01-22
002065.SZ,0.02273740961645867,0,2020-01-22
002317.SZ,0.022444570319110024,0,2020-01-22
603816.SH,0.02243433567692018,0,2020-01-22
603228.SH,0.02236269318160251,0,2020-01-22
600515.SH,0.02213753105346008,0,2020-01-22
000078.SZ,0.021943072851879453,0,2020-01-22
002925.SZ,0.021912368925314854,0,2020-01-22
002603.SZ,0.02190213428313294,0,2020-01-22
603888.SH,0.021513217879968093,0,2020-01-22
300383.SZ,0.021175474687703304,0,2020-01-22
601003.SH,0.021165240045563114,0,2020-01-22
603983.SH,0.02110383219243109,0,2020-01-22
002371.SZ,0.020878670064284125,0,2020-01-22
002127.SZ,0.020693509918736776,0,2020-01-22
600901.SH,0.02064414537612823,0,2020-01-22
002030.SZ,0.02025435689081182,0,2020-01-22
002507.SZ,0.01961526913894347,0,2020-01-22
000987.SZ,0.019506355928862757,0,2020-01-22
603568.SH,0.01935846376998476,0,2020-01-22
603650.SH,0.018043674178097702,0,2020-01-22
600026.SH,0.018032960318076278,0,2020-01-22
601200.SH,0.017189476226785013,0,2020-01-22
600704.SH,0.017133270241174073,0,2020-01-22
300012.SZ,0.017030444601460037,0,2020-01-22
002174.SZ,0.01646753928108317,0,2020-01-22
600801.SH,0.014850465815315156,0,2020-01-22
000025.SZ,0.012834241304209211,0,2020-01-22
600060.SH,0.012445324901069716,0,2020-01-22
600150.SH,0.011647022810370129,0,2020-01-22
000997.SZ,0.011558714313713034,0,2020-01-22
002056.SZ,0.011002240352520409,0,2020-01-22
600835.SH,0.01004018398678995,0,2020-01-22
600339.SH,0.009855960427395515,0,2020-01-22
002839.SZ,0.009752638843974318,0,2020-01-22
