证券代码,持仓权重,交易价格,成分日期
000066.SZ,0.027081425561844515,0,2020-01-16
300383.SZ,0.025725813815860425,0,2020-01-16
002812.SZ,0.025407450451274054,0,2020-01-16
002065.SZ,0.025160975588371718,0,2020-01-16
300088.SZ,0.025089087086685564,0,2020-01-16
600885.SH,0.02416480635079294,0,2020-01-16
000998.SZ,0.02378482427047181,0,2020-01-16
600325.SH,0.02371293576879097,0,2020-01-16
002507.SZ,0.02361837851304993,0,2020-01-16
600486.SH,0.02359996812329399,0,2020-01-16
601168.SH,0.023558888979474654,0,2020-01-16
002174.SZ,0.023507540049703252,0,2020-01-16
002019.SZ,0.023415111976114105,0,2020-01-16
002152.SZ,0.023312414116566434,0,2020-01-16
603659.SH,0.023199446471067302,0,2020-01-16
600580.SH,0.02276811546098233,0,2020-01-16
600167.SH,0.022706496745256124,0,2020-01-16
600216.SH,0.02269622695930221,0,2020-01-16
603707.SH,0.022675687387394845,0,2020-01-16
601689.SH,0.02229570530707876,0,2020-01-16
603816.SH,0.022193255594969583,0,2020-01-16
002056.SZ,0.02215192830371977,0,2020-01-16
002925.SZ,0.02198761172844705,0,2020-01-16
002709.SZ,0.021895183654857146,0,2020-01-16
600901.SH,0.021895183654855082,0,2020-01-16
603888.SH,0.021587090076224544,0,2020-01-16
002653.SZ,0.02133034542735894,0,2020-01-16
601003.SH,0.021237917353772187,0,2020-01-16
002635.SZ,0.02066170098629728,0,2020-01-16
000537.SZ,0.020537706523066978,0,2020-01-16
600339.SH,0.020159589828561374,0,2020-01-16
600026.SH,0.0199750149909737,0,2020-01-16
603338.SH,0.01931867856810997,0,2020-01-16
600835.SH,0.019080984738880157,0,2020-01-16
000987.SZ,0.018393186644396868,0,2020-01-16
600739.SH,0.017384458121884938,0,2020-01-16
000009.SZ,0.017088923828181522,0,2020-01-16
603444.SH,0.016637053246201024,0,2020-01-16
002371.SZ,0.015375839554468142,0,2020-01-16
600704.SH,0.015311969548461028,0,2020-01-16
600820.SH,0.015264763177003622,0,2020-01-16
600801.SH,0.01490145941988584,0,2020-01-16
002127.SZ,0.01443835557602998,0,2020-01-16
600150.SH,0.01342390823057103,0,2020-01-16
002948.SZ,0.013320228559272508,0,2020-01-16
002416.SZ,0.012702909258243992,0,2020-01-16
002384.SZ,0.012672054241126203,0,2020-01-16
600862.SH,0.012085182057720656,0,2020-01-16
600754.SH,0.011522699840876139,0,2020-01-16
600098.SH,0.007983518282206975,0,2020-01-16
