证券代码,持仓权重,交易价格,成分日期
600745.SH,0.027600415581822534,0,2020-02-03
002812.SZ,0.025039760964220368,0,2020-02-03
002340.SZ,0.025009397470731012,0,2020-02-03
002065.SZ,0.024796853016305537,0,2020-02-03
300088.SZ,0.024726004864830377,0,2020-02-03
600739.SH,0.024645035548858767,0,2020-02-03
600801.SH,0.024493199527379536,0,2020-02-03
002353.SZ,0.02442236992993684,0,2020-02-03
002180.SZ,0.024371764107454584,0,2020-02-03
600699.SH,0.023541828618745583,0,2020-02-03
000998.SZ,0.02344061697378107,0,2020-02-03
600909.SH,0.02335964765780946,0,2020-02-03
002129.SZ,0.023278674101451256,0,2020-02-03
600486.SH,0.023258436012844948,0,2020-02-03
000997.SZ,0.02298515660616917,0,2020-02-03
002074.SZ,0.022975043406944316,0,2020-02-03
000547.SZ,0.02295480107795141,0,2020-02-03
300308.SZ,0.022873831761979803,0,2020-02-03
603707.SH,0.022347531208164337,0,2020-02-03
002317.SZ,0.02219571374071757,0,2020-02-03
300182.SZ,0.02194262573081797,0,2020-02-03
002925.SZ,0.021669413186902107,0,2020-02-03
002640.SZ,0.021659183854596403,0,2020-02-03
002635.SZ,0.021598565035426946,0,2020-02-03
002709.SZ,0.021578263366019687,0,2020-02-03
600748.SH,0.02153783131180751,0,2020-02-03
601200.SH,0.021436585029240292,0,2020-02-03
603888.SH,0.02127467956929841,0,2020-02-03
002867.SZ,0.021224068776073163,0,2020-02-03
000536.SZ,0.021122870304093735,0,2020-02-03
002653.SZ,0.02102165184248123,0,2020-02-03
603056.SH,0.02100139958663141,0,2020-02-03
000975.SZ,0.021001391847281396,0,2020-02-03
601003.SH,0.020930478535537225,0,2020-02-03
300529.SZ,0.018541937610519015,0,2020-02-03
600073.SH,0.018228211473794637,0,2020-02-03
600039.SH,0.017671545674123726,0,2020-02-03
300027.SZ,0.017620997811612457,0,2020-02-03
002110.SZ,0.016396349205896416,0,2020-02-03
002926.SZ,0.016345643743576343,0,2020-02-03
000990.SZ,0.015434792223021668,0,2020-02-03
000090.SZ,0.015100599540629464,0,2020-02-03
601872.SH,0.013775000646740134,0,2020-02-03
300002.SZ,0.012762781444779358,0,2020-02-03
601689.SH,0.012691922674671372,0,2020-02-03
600060.SH,0.012307332214953058,0,2020-02-03
600348.SH,0.00974651985635797,0,2020-02-03
002807.SZ,0.009412676708835367,0,2020-02-03
000967.SZ,0.008562510683505224,0,2020-02-03
002426.SZ,0.008086088332677708,0,2020-02-03
