证券代码,持仓权重,交易价格,成分日期
002371.SZ,0.025501551880227423,0,2020-02-20
300014.SZ,0.025083782887003636,0,2020-02-20
002065.SZ,0.024961570279511843,0,2020-02-20
002180.SZ,0.02453357704219092,0,2020-02-20
002131.SZ,0.02365744639731614,0,2020-02-20
000998.SZ,0.02359631563095933,0,2020-02-20
600143.SH,0.023494437053676674,0,2020-02-20
601799.SH,0.02349443601749918,0,2020-02-20
002129.SZ,0.023433241596218648,0,2020-02-20
601231.SH,0.023361975980349198,0,2020-02-20
002074.SZ,0.023127648422364817,0,2020-02-20
000547.SZ,0.023107277770152444,0,2020-02-20
002110.SZ,0.023097091887352265,0,2020-02-20
000089.SZ,0.022760861413013336,0,2020-02-20
000021.SZ,0.022506163411571342,0,2020-02-20
603707.SH,0.02249597715256453,0,2020-02-20
002317.SZ,0.022342766402425135,0,2020-02-20
600511.SH,0.02233295717133668,0,2020-02-20
002399.SZ,0.022108805726769355,0,2020-02-20
300182.SZ,0.022088441031020273,0,2020-02-20
600515.SH,0.02203749928351528,0,2020-02-20
600120.SH,0.02202731234487125,0,2020-02-20
000712.SZ,0.021996724541314013,0,2020-02-20
002056.SZ,0.021976366219272802,0,2020-02-20
000758.SZ,0.021813352018757007,0,2020-02-20
300134.SZ,0.021782788582853242,0,2020-02-20
300324.SZ,0.021772561821797588,0,2020-02-20
002444.SZ,0.021752212163282072,0,2020-02-20
002709.SZ,0.02172166027980945,0,2020-02-20
600478.SH,0.02158919115396105,0,2020-02-20
603568.SH,0.021405787617014106,0,2020-02-20
002353.SZ,0.021161185727961017,0,2020-02-20
603379.SH,0.02091676881660716,0,2020-02-20
601865.SH,0.020804704112987966,0,2020-02-20
002653.SZ,0.02019368331958826,0,2020-02-20
002812.SZ,0.0197449014955992,0,2020-02-20
002640.SZ,0.019357921242977798,0,2020-02-20
601200.SH,0.018980964583873928,0,2020-02-20
002946.SZ,0.018349309176183784,0,2020-02-20
000009.SZ,0.01695348311172803,0,2020-02-20
603888.SH,0.01549651745614258,0,2020-02-20
002285.SZ,0.014844481976030399,0,2020-02-20
002831.SZ,0.014681468112235247,0,2020-02-20
002212.SZ,0.01421289728765335,0,2020-02-20
601689.SH,0.012979964985769095,0,2020-02-20
601228.SH,0.012246377827947833,0,2020-02-20
601969.SH,0.009811295903838214,0,2020-02-20
002948.SZ,0.009475149818962528,0,2020-02-20
300197.SZ,0.007600500644033685,0,2020-02-20
002385.SZ,0.00522664321990899,0,2020-02-20
