证券代码,持仓权重,交易价格,成分日期
002371.SZ,0.025080417607202143,0,2020-01-10
002812.SZ,0.02478983334076747,0,2020-01-10
601872.SH,0.024719684192757347,0,2020-01-10
600763.SH,0.02464955123382788,0,2020-01-10
002180.SZ,0.02412850382940136,0,2020-01-10
000009.SZ,0.023767778835625707,0,2020-01-10
300529.SZ,0.02355735545601687,0,2020-01-10
002131.SZ,0.02326677196023605,0,2020-01-10
000998.SZ,0.023206649798734134,0,2020-01-10
601231.SH,0.022976187567157188,0,2020-01-10
002385.SZ,0.02296616767134411,0,2020-01-10
002174.SZ,0.02293610724245492,0,2020-01-10
002074.SZ,0.02274572416855494,0,2020-01-10
600273.SH,0.022675579220949777,0,2020-01-10
300308.SZ,0.022645522819556313,0,2020-01-10
603659.SH,0.022635502630571798,0,2020-01-10
300113.SZ,0.022535301230365883,0,2020-01-10
600021.SH,0.022505240024428285,0,2020-01-10
600160.SH,0.02237497778988383,0,2020-01-10
002368.SZ,0.022294817207248786,0,2020-01-10
600216.SH,0.022144515343463917,0,2020-01-10
000021.SZ,0.022134495606033762,0,2020-01-10
300010.SZ,0.02213449384395628,0,2020-01-10
603707.SH,0.02212447491663546,0,2020-01-10
002317.SZ,0.02197416819999415,0,2020-01-10
600640.SH,0.02196415277128789,0,2020-01-10
002242.SZ,0.021843910911300737,0,2020-01-10
600515.SH,0.021673567297459288,0,2020-01-10
002925.SZ,0.02145312552117555,0,2020-01-10
002635.SZ,0.021382984883415564,0,2020-01-10
002625.SZ,0.020962138490713468,0,2020-01-10
002416.SZ,0.02092205421360808,0,2020-01-10
600338.SH,0.020841896620774455,0,2020-01-10
002653.SZ,0.02081172440236894,0,2020-01-10
002957.SZ,0.02035091004541455,0,2020-01-10
300316.SZ,0.01903826671221039,0,2020-01-10
600823.SH,0.018607393750293605,0,2020-01-10
600801.SH,0.018547283599859632,0,2020-01-10
002572.SZ,0.018447081813488652,0,2020-01-10
002589.SZ,0.0174952358335209,0,2020-01-10
600584.SH,0.01687380879789512,0,2020-01-10
601100.SH,0.015841831245063675,0,2020-01-10
600026.SH,0.013717586744667245,0,2020-01-10
002839.SZ,0.013326789256846158,0,2020-01-10
002375.SZ,0.011483081854019936,0,2020-01-10
000600.SZ,0.011202516333316323,0,2020-01-10
600486.SH,0.010611330262157263,0,2020-01-10
002212.SZ,0.009499093330861632,0,2020-01-10
601689.SH,0.00889787336297655,0,2020-01-10
600258.SH,0.007234540208136076,0,2020-01-10
